respondent_id,h1n1_vaccine,seasonal_vaccine
26797,0.47860142728275584,0.8392220313450734
26798,0.638954640988481,0.25911328967307096
26799,0.1627841496787996,0.13587986095398036
26800,0.08729279590288162,0.9696790370545004
26801,0.3051114023281087,0.31607471410507476
26802,0.03659530571632201,0.12525327180869683
26803,0.04070020545652851,0.1909507976746093
26804,0.5193617169614235,0.17348085009714706
26805,0.2231815018369317,0.1902649256188374
26806,0.019972401124454513,0.9389963446194681
26807,0.2871820091398749,0.9439213701469852
26808,0.023422846441842324,0.39424693912772263
26809,0.7593419248396237,0.2691186967844626
26810,0.04745286210047407,0.1135830519550584
26811,0.03616358394387448,0.049287395014716275
26812,0.5021762253037189,0.907320339643518
26813,0.4381932443396007,0.28911109948217883
26814,0.039846436230564136,0.732267339640536
26815,0.01696497762708074,0.03036252468728148
26816,0.026824574594826817,0.1568588580552722
26817,0.02013174901849595,0.5127683800085419
26818,0.34495057857038536,0.3636541454909932
26819,0.11054638254267499,0.30953627446713666
26820,0.1394555078482744,0.1643238148934546
26821,0.028524561720484856,0.619631679809101
26822,0.18414678626092418,0.73925793385949
26823,0.22979579830908953,0.2528990885440027
26824,0.011108410185994046,0.6519408502235002
26825,0.8072278876130096,0.7226198433508467
26826,0.08303777288252366,0.7594400162766669
26827,0.03576108980883924,0.10640882845264929
26828,0.1810390976375399,0.4713437763274606
26829,0.9342364389056941,0.9651353789828877
26830,0.01721501737977702,0.814374396207177
26831,0.10182385457400082,0.9185443884874706
26832,0.04111525659462001,0.7682192694688145
26833,0.004052927421465167,0.4132779968227226
26834,0.1913220419998982,0.33922596477930156
26835,0.42559546355769123,0.9052824844818508
26836,0.4359877998437321,0.6973422901566396
26837,0.4697882903478661,0.05012340503116992
26838,0.47504193928032473,0.554705223295309
26839,0.005134583968055055,0.18178023258735831
26840,0.5041356144545703,0.20389096731077513
26841,0.09267346072421426,0.8409212001777023
26842,0.02969024054135738,0.14889125900866718
26843,0.02569781359263737,0.02158709001823426
26844,0.019332040319141677,0.3352944039665092
26845,0.039978205126041534,0.8217149814230738
26846,0.04763240567620654,0.8849307846060057
26847,0.2076307179330395,0.08512585952204554
26848,0.026935761638804193,0.6988229665969178
26849,0.14811294094839567,0.47875005658929193
26850,0.5213392739236088,0.5723370335146153
26851,0.12770538303929319,0.08121384909185538
26852,0.19857031789076146,0.07307543433431354
26853,0.24057466890657436,0.457997907987104
26854,0.11533634656163645,0.08085931356403687
26855,0.4867397612441343,0.9179981117623192
26856,0.02792356988264493,0.022125173099314763
26857,0.2208564579357382,0.15833850666141455
26858,0.38183663648153043,0.48034502974412774
26859,0.03624290834883151,0.09308175164065724
26860,0.06272060246852072,0.04887994685978806
26861,0.03837017103885648,0.07706203838282322
26862,0.021631322851901957,0.17311325092332033
26863,0.04082119922448878,0.27764284381563714
26864,0.5881321440229753,0.3973824808765217
26865,0.06493750070221223,0.05038242179268253
26866,0.08507297355016112,0.671466212519858
26867,0.45388243993876703,0.20181137125116816
26868,0.7214513460876496,0.9566078424333175
26869,0.013153905186678872,0.13573293684050913
26870,0.4466146540325969,0.8936876916739038
26871,0.0034859161873521927,0.008680534609203747
26872,0.0805944149150282,0.2931885350725911
26873,0.08161284361634324,0.7139968678744005
26874,0.5719883927747776,0.15102097820738128
26875,0.2248844038649053,0.8954325034243974
26876,0.030526761884018767,0.025078678289284097
26877,0.02832999789774994,0.1003388216521291
26878,0.8993986639165243,0.5363172979415695
26879,0.0011456040911268209,0.009710999415104908
26880,0.1738629735374909,0.09773924124034167
26881,0.06407625089000851,0.08954492376116369
26882,0.042494726887289704,0.044578696801987956
26883,0.08621614997180238,0.26757615243987815
26884,0.0009582436652519812,0.030950623103024537
26885,0.04071735611002251,0.7104403146703905
26886,0.21999705649223714,0.9056918013229925
26887,0.9122492604705505,0.9423287636565277
26888,0.9786830154639655,0.9745970997521699
26889,0.015555547185188368,0.13336371596936802
26890,0.02182815022532593,0.32978652196607255
26891,0.918479824621771,0.8082000883477514
26892,0.03221097095252698,0.7325357718945049
26893,0.07033941507914528,0.13636907094990058
26894,0.1886974253094464,0.19362194851669354
26895,0.07644282292127579,0.8797996182534857
26896,0.21139137843146588,0.06254980554009863
26897,0.3785931626951969,0.7005484133578417
26898,0.041153078730975665,0.6031577965963231
26899,0.011358483822866926,0.04682378967172079
26900,0.07518364188249846,0.23938082096070978
26901,0.009480649709644592,0.4663350561670166
26902,0.27707605638567867,0.9456881943446611
26903,0.14552031905311313,0.046806297696601044
26904,0.20574719975076813,0.4406465380995082
26905,0.23467739831744036,0.8821184085284945
26906,0.05830192018257438,0.30553700097743636
26907,0.005840574294853025,0.5804830282971021
26908,0.09433551766350673,0.6623112710029996
26909,0.46927860294717216,0.13480389491154418
26910,0.00946350452381791,0.28764226788316827
26911,0.032276171716816786,0.11082956222879722
26912,0.30992947131944126,0.9429647191897021
26913,0.7595439647225136,0.7476430599269006
26914,0.13783398685384954,0.18739958617900238
26915,0.0694260819820607,0.5406159982028095
26916,0.09982937978944707,0.42569439053481084
26917,4.7323444007477345e-05,0.013543683157693937
26918,0.9906994946904126,0.9759037024724277
26919,0.032591400173963586,0.3720812878102506
26920,0.012545427408653028,0.0893858889518402
26921,0.035633133740989614,0.8989585729836678
26922,0.051034460407241175,0.7881021091258512
26923,0.13641367168032045,0.5902936175359844
26924,0.9518826988878342,0.9731503472673072
26925,0.15362610960728762,0.7986794537277155
26926,0.7513043745202231,0.4666780351929765
26927,0.6961278431580178,0.688222395976042
26928,0.010978631849345798,0.5270079115605908
26929,0.09208830749033832,0.2419787510033227
26930,0.9435654093396088,0.8967645727781673
26931,0.7645551771315962,0.46366905339733633
26932,0.24076682883167222,0.9566665063556358
26933,0.023043426889071184,0.5484748472969396
26934,0.165674190133559,0.4851714344513582
26935,0.07525058443445912,0.4499736951820722
26936,0.3651124331965302,0.21802262129475797
26937,0.3727436573823085,0.7902859717390895
26938,0.06941472341781631,0.05329087324700303
26939,0.06372496166983424,0.11389968178565472
26940,0.16546582004236962,0.10097028414381999
26941,0.18105094379030767,0.48161349878860815
26942,0.6531207291612215,0.9131709134136241
26943,0.08895174465703228,0.524557024297344
26944,0.17802199424007648,0.2323220287046197
26945,0.6581849480442427,0.7898872612040323
26946,0.17345143262502719,0.8089160482280192
26947,0.00022280118763208693,0.06989356355049242
26948,0.09064050109649578,0.06360360156489628
26949,0.22450700839380686,0.087140078818014
26950,0.041642712887703125,0.5154877660396292
26951,0.23653567027585862,0.33823935533162086
26952,0.6967696849682495,0.9621530308814459
26953,0.08586658548971428,0.976148765487536
26954,0.0012309554716923201,0.0560308597202935
26955,0.08302581117937924,0.7649452804075332
26956,0.00036866981004430715,0.006218993855756974
26957,0.047874670451647026,0.9692511964168916
26958,0.03479599972871429,0.875707656891455
26959,0.06515045996073293,0.20703347017278068
26960,0.013057251430342458,0.024771184031108062
26961,0.5869719112198157,0.4056886347710423
26962,0.018122241189607542,0.869191972674308
26963,0.07389599381351768,0.2526371923187937
26964,0.4089235302012339,0.27352753084758896
26965,0.835945336453601,0.9454770383043171
26966,0.0032069580567436677,0.03718649618282951
26967,0.0002425738987593024,0.02841484925772502
26968,0.05192608056404172,0.8802488296398367
26969,0.07957465246567261,0.11553693941662845
26970,0.6507676622081798,0.5193980174939955
26971,0.3453260571926341,0.26537665275885347
26972,0.00476028905572254,0.011413872346267137
26973,0.23696755030061997,0.18238360306529589
26974,0.14212779212341248,0.2990801838267005
26975,0.18116701535155105,0.7902741029516811
26976,0.9447776995191064,0.5713215232583773
26977,0.24932784839538394,0.5501591918405145
26978,0.005361058301710438,0.865299952534436
26979,0.6957303298138622,0.9184918616728031
26980,0.4002892979934039,0.08337527194283861
26981,0.00533397861694277,0.13558084300295392
26982,0.851064783378537,0.8878599724401066
26983,0.5296316033315892,0.5427641693504023
26984,0.012390998670722226,0.1236058786115498
26985,0.025187914452580656,0.08370090744364363
26986,0.049411710738952556,0.31626923557848224
26987,0.04951779543175781,0.16206245484157827
26988,0.004940643032853834,0.06442171445894931
26989,0.8946023002783415,0.9041837170421895
26990,0.0031980022417407664,0.05543328579729313
26991,0.04708282083994333,0.5203638763629603
26992,0.4201372616858331,0.5217547064464345
26993,0.1290298125865557,0.8985195927667914
26994,0.039734981957603284,0.2622912129562382
26995,0.03521982187853695,0.24407618292888245
26996,0.39083679417191586,0.3719393356295035
26997,0.148362580225892,0.0704069232005205
26998,0.09707201732957332,0.04144892124000153
26999,0.3389611924573289,0.37546474214932635
27000,0.041328512029800715,0.33387942310431246
27001,0.08310460805726451,0.8100326986150621
27002,0.001101730138348157,0.15282445017034818
27003,0.0012638490293291089,0.009674978819059267
27004,0.0003826860129584292,0.023997313389358357
27005,0.6444265200227329,0.8785091110593372
27006,0.8807885548060843,0.9517428501869116
27007,0.001518516577608118,0.01489550302692899
27008,0.027322739341541613,0.06791505994544332
27009,0.19757800565898478,0.2445000363614799
27010,0.03387667372752467,0.1404986889209536
27011,0.1900344541649045,0.13588059833160968
27012,0.3673532321815289,0.6354431128594986
27013,0.4727930815110211,0.4305880374450957
27014,0.009563612138827103,0.19973906716201212
27015,0.001195852700468528,0.014237552233740763
27016,0.7468038248241472,0.46475192788673947
27017,0.8540831129334912,0.8480667749205837
27018,0.15542063281950005,0.23883153678859023
27019,0.9744612184306932,0.9796453598105449
27020,0.6621690287101466,0.2499208126808604
27021,0.6412883674642014,0.7691763047487122
27022,0.07534115198687118,0.20453498421804256
27023,0.5606724090131577,0.20635159156931998
27024,0.03794775405227615,0.4632161752134748
27025,0.40097122559203124,0.028777037449899835
27026,0.04195118470712805,0.47823726300398006
27027,0.07220824471212588,0.8508606534573551
27028,0.8508851064826687,0.9412020213571611
27029,0.2537419973940083,0.4390294429076512
27030,0.46318382684310516,0.27064979499854663
27031,0.3918166527869212,0.938109424945857
27032,0.08632475597135347,0.6225512597219911
27033,0.5003894053471841,0.7388064903568645
27034,0.001721645869844074,0.5613696212933535
27035,0.6694529111024436,0.5156532510766448
27036,0.11176747269920997,0.7710030545520666
27037,0.6741466847424186,0.6679851039732377
27038,0.011430280684071332,0.025411089035430868
27039,0.6894026932048244,0.8969183652804432
27040,0.04332289355982213,0.20289332500455054
27041,0.23544012089363897,0.7436141250738715
27042,0.045145499829511306,0.6217528331239037
27043,0.7904796414190024,0.7616932624019822
27044,0.023188193896953858,0.04842637983639116
27045,0.09101741028482624,0.5635697498262178
27046,0.057673952548922644,0.18522041565811967
27047,0.28129440550616863,0.5404669671498098
27048,0.18422877750609906,0.38526205144013975
27049,0.07500605485605899,0.8953835049746846
27050,0.20299019216624478,0.6960835789720132
27051,7.843052712895096e-05,0.010147664124278581
27052,0.0026001149294800617,0.08271770691523671
27053,0.9555683062900039,0.971867431994627
27054,0.014023694568558431,0.04433338763921756
27055,0.028977618768893976,0.8467698901637976
27056,0.12072284316487378,0.0695532785281613
27057,0.07725154471243822,0.02135842237776832
27058,0.9718627168572312,0.9576334848204302
27059,0.10873796800441947,0.16680902593061236
27060,0.05856234461761424,0.3509351930650399
27061,0.056385631083169185,0.6201113526247455
27062,0.08970645704763013,0.6633359624172711
27063,0.06281729729205934,0.5395369223414507
27064,0.04283200790913396,0.6018953912104492
27065,0.10643302213193952,0.4647157622720665
27066,0.09116710767173944,0.5596197958861665
27067,0.9330590596863346,0.8695379014051096
27068,0.7441795170488452,0.8867905041892145
27069,0.8211890897566204,0.9319942663794569
27070,0.06816732203125656,0.043999862678722766
27071,0.25230748718300244,0.16970472899697603
27072,0.23038871569248023,0.6110589461092617
27073,0.06149998572244997,0.9264098495565635
27074,0.10393905508662747,0.29109092085012117
27075,0.7312760675013592,0.7069788148504729
27076,0.7222068426193855,0.7739551850299412
27077,0.09491404860342968,0.1339747418752463
27078,0.038879200797337775,0.7810692814583136
27079,0.07357050821891918,0.8087824837754289
27080,0.12950920835065355,0.2032796556190509
27081,0.27953450897979126,0.8586429253760129
27082,0.08765949923355697,0.28392368305413307
27083,0.23249287588293788,0.2750296953935915
27084,0.9019555286146491,0.8165461109970424
27085,0.02236646580743884,0.026155071613976563
27086,0.0038481872369722204,0.05254295506365149
27087,0.04571999348414879,0.18054619788630033
27088,0.8986452722522099,0.883058824674105
27089,0.4144827284269841,0.35916934184081606
27090,0.6742210667325099,0.6875765731708785
27091,0.9308057566567506,0.5490011441891014
27092,0.3244294980502417,0.24771761900404793
27093,0.2617775550074153,0.25733292278523623
27094,0.2814477314854695,0.12679542757157247
27095,0.1754671578596943,0.6623201335393708
27096,0.021358102205196572,0.1738651717408115
27097,0.6457404424607283,0.6666639068945904
27098,0.9163496934383485,0.9261329278902304
27099,0.19749219440216054,0.5005398554023058
27100,0.036700000385340735,0.7878974953064021
27101,0.04495345323087747,0.6895739756080091
27102,0.2611982780355315,0.9172592062660817
27103,0.005298885256932619,0.036115127785331054
27104,0.8200695604396537,0.4624679117832902
27105,0.3652921159350711,0.3507919798842616
27106,0.9301625059754313,0.9571997867809721
27107,0.5845623390979781,0.8045016623634494
27108,0.0028052315413183925,0.1499689783743498
27109,0.7044614510033925,0.16322478167273088
27110,0.5193395131656467,0.40961622926454055
27111,0.25920038965019304,0.43780674413143045
27112,0.26448626908790845,0.6237461687296603
27113,0.5728312627580064,0.15608123480099245
27114,0.015749198150140302,0.12682708789591207
27115,0.40340736747937955,0.8812126687262842
27116,0.10421951169025943,0.9554060720290198
27117,0.04302484122523446,0.12185342035085031
27118,0.42342803063262435,0.5823780007402117
27119,0.2982292756174975,0.18342820032196058
27120,0.12134442313750839,0.9592248483912987
27121,0.04125053974487261,0.8695323614805003
27122,0.003587458887367176,0.15239648300297265
27123,0.05996413839860695,0.12057623520836853
27124,0.009768177446150331,0.029116152560283978
27125,0.11144761503599056,0.043021054360771104
27126,0.36750379522440324,0.16347148905516276
27127,0.008868448147387539,0.0613847409739575
27128,0.19928417044059207,0.5564848433324068
27129,0.11358108884286515,0.3261550570764559
27130,0.23106750031459686,0.300769293425769
27131,0.29281033028391745,0.12243463386089665
27132,0.4608054118271161,0.9102513138721681
27133,0.08320998892107048,0.4841748119458376
27134,0.9701231596053657,0.9825198316053716
27135,0.03599739476951448,0.46419493251925875
27136,0.3855512978264434,0.6463352867779171
27137,0.017346165252819973,0.0906776240462227
27138,0.35614248154485445,0.72313639204027
27139,0.014215460605689973,0.09200010727740889
27140,0.9294847386793287,0.9799390675885253
27141,0.8152273289478928,0.6915136115264278
27142,0.0105270509595462,0.16231374235728932
27143,0.1774470667191202,0.5226028522088267
27144,0.03623487517667238,0.02951683431499119
27145,0.36301375627519783,0.6911103590137561
27146,0.1935397907512891,0.9647106002593756
27147,0.11196892634830517,0.6721238208319557
27148,0.4209794736359562,0.05250254942916657
27149,0.34559496755509567,0.09644031583030915
27150,0.11342703690735742,0.951781279462782
27151,0.7218177354456145,0.9027383908858333
27152,0.06722348831005578,0.2600874400586774
27153,0.5510620835365887,0.8907197711331074
27154,0.7401500892394801,0.9453605255783867
27155,0.7000428015932202,0.772772369560769
27156,0.04475321453695316,0.3551754257968165
27157,0.013597498919554427,0.5484230111252152
27158,0.08375027364095168,0.3102055337888791
27159,0.07653799104426973,0.10724447803624249
27160,0.2546759065955395,0.25473348437518467
27161,0.6553402428157451,0.7058254732221482
27162,0.07169726842386138,0.9369201044866459
27163,0.5804573478918469,0.5531699459210496
27164,0.07821136199164444,0.05296102838164637
27165,0.6202617882843445,0.6600478204770596
27166,0.10492257550771368,0.23168191630488033
27167,0.2517164107172278,0.5780206134063944
27168,0.01605049068426755,0.5742258516776625
27169,0.012275062086234838,0.6930276180735364
27170,0.7958192129819485,0.9573773945378479
27171,0.01077615215581036,0.25137945325304467
27172,0.07496327065158755,0.8720107523408362
27173,0.3077669415057561,0.4396914204106451
27174,0.0015902906661519325,0.03235619848746767
27175,0.029718307514797475,0.10315443020253152
27176,0.7540508072085633,0.93409023036647
27177,0.9481311885237677,0.9517709434051533
27178,0.44851633924993506,0.4311003861953186
27179,0.22472023694085214,0.24704693516282072
27180,0.24333020707915187,0.4904638028909861
27181,0.03846355651997952,0.8943952545264359
27182,0.2830195248008393,0.8961066856983424
27183,0.09225364392888788,0.7616718297398782
27184,0.08389578565825793,0.3852034159449909
27185,0.1607792223143469,0.7378554516953373
27186,0.6762962026970146,0.8574615413690448
27187,0.1463863473215407,0.09584547222711373
27188,0.33689240724612335,0.5070821938686003
27189,0.588870665874324,0.8143688139407839
27190,0.17164809698003466,0.7980468312360434
27191,0.3238442557901338,0.9833584144419596
27192,0.16401577736263054,0.7934038133530261
27193,0.03702629543904154,0.0761760275581659
27194,0.0994843706390381,0.3742305680843938
27195,0.3392790901090351,0.16003852465145005
27196,0.2956936826019308,0.2345601299738493
27197,0.34757303370459264,0.8406231423631018
27198,0.7811510986391825,0.9756475533583971
27199,0.126140087342317,0.19855701061472453
27200,0.15173409766261073,0.5911133703994111
27201,0.34155716223594595,0.9015052796033041
27202,0.008766500730571433,0.06154195698904597
27203,0.044751526039128034,0.13280670181652202
27204,0.090694678922872,0.052483985064343645
27205,0.001878885686401022,0.04317222610939549
27206,0.11153593279551707,0.1988589168103197
27207,0.00026329297060283035,0.008060980303310402
27208,0.9506839322537786,0.6562712362395131
27209,0.0035625300276356017,0.0334683244990668
27210,0.19570321631460125,0.31558350715830236
27211,0.23309495243770936,0.25687939088481054
27212,0.4545325691275212,0.95910576040039
27213,0.4770382739676128,0.48749671594615857
27214,0.42521332525447436,0.14000259968239334
27215,0.03769376483477268,0.7080050357793882
27216,0.1028623820393354,0.9013921594362951
27217,0.17825811261585892,0.3041423246891123
27218,0.8658611938243939,0.9628896073179838
27219,0.9024996310945566,0.7989034367370073
27220,0.10385171218891265,0.45136470760710795
27221,0.06142735884777346,0.7762778442900921
27222,0.3038402762914391,0.6819738158231591
27223,0.016889491562946963,0.8590318672298809
27224,0.1311813886306678,0.708511477890979
27225,0.7278058622205155,0.3162510804017596
27226,0.17022545018631877,0.26105320451158437
27227,0.1398782902653994,0.350017979828975
27228,0.8743028313280286,0.9022818613273488
27229,0.1759280198715955,0.9038310800365518
27230,0.23163522644996773,0.9705434024359667
27231,0.1879395849553726,0.9530939006961466
27232,0.05503136771038438,0.563785708412843
27233,0.13431650007173368,0.3663858476181746
27234,0.00251503718920755,0.09120867930619782
27235,0.9725279429804742,0.9854696023687642
27236,0.18605224057054437,0.9655947719568481
27237,0.9170586483709214,0.8690967054626583
27238,0.6144572794403282,0.8379320745711974
27239,0.09841058836355979,0.13349021165396074
27240,0.016988419236354226,0.31172983924898234
27241,0.48962251532733614,0.25592761160892435
27242,0.8710157919656093,0.7082791799992859
27243,0.07319243935804103,0.05916187277850667
27244,0.04040088032063997,0.07708827322575602
27245,0.040279181292955296,0.21698579930936596
27246,0.9589809764253435,0.9678064005295889
27247,0.7444889399012259,0.9706725788605934
27248,0.26557934724080356,0.8245058812259624
27249,0.17649378972033075,0.5535986707195035
27250,0.24557710448682896,0.19890147337074554
27251,0.08884531518054231,0.42981958909839707
27252,0.5651721154177916,0.5028463892810048
27253,0.07671077849948509,0.9301391267915214
27254,0.9889268390864784,0.9803335588686353
27255,0.4959206112301834,0.2395782512328146
27256,0.9242295884773003,0.9813477115052522
27257,0.6485015786101017,0.6063920206485289
27258,0.14887414724151402,0.7606032431405297
27259,0.35301997913522276,0.8596816947461878
27260,0.18748438660235314,0.4548313091306999
27261,0.5807034832624463,0.8749741282860429
27262,0.11423065588570357,0.5997544946024165
27263,0.09131206519567804,0.04169730739695173
27264,0.030494178469394652,0.06328779448040696
27265,0.02844384406918046,0.2449509437723137
27266,0.7482605867761987,0.4407144936333221
27267,0.030236168383393252,0.4281175771114256
27268,0.02151774221317308,0.024294426217561556
27269,0.8000982062337304,0.49602456892955094
27270,0.005593885029982131,0.08011771118831082
27271,0.01721559762753381,0.1602701846611279
27272,0.008027719535621789,0.5536510941443791
27273,0.017670089757951826,0.09171708589603103
27274,0.73244290079342,0.5616096819618951
27275,0.27355258297081764,0.36518899209651823
27276,0.004711069186455681,0.0509573279297521
27277,0.14816655207228008,0.9567026859706858
27278,0.12038766410188531,0.22545038171441803
27279,0.11787602274655223,0.20456550580013425
27280,0.035637469240889584,0.44015148874926946
27281,0.111376259534783,0.6103350111836944
27282,0.38940953489027585,0.9382647604123168
27283,0.001260763442760619,0.04506977854241722
27284,0.26617573300693453,0.4427036231921185
27285,0.08852828393151789,0.3678922421501455
27286,0.0037571927552733516,0.11896221928166288
27287,0.2154269043719609,0.788729520393313
27288,0.5205190960308833,0.7923123738134552
27289,0.48452059159259003,0.5282445204233798
27290,0.011689243373929853,0.06216598187564046
27291,0.7374492102450442,0.8414994661331007
27292,0.198865420944113,0.6888243934062315
27293,0.025309644369266016,0.9568231331488505
27294,0.013426324789395582,0.015307781049373269
27295,0.8330412163759138,0.9406561739100757
27296,0.2176086224852606,0.7602514674850296
27297,0.19905663198845092,0.876253910448878
27298,0.21682548860438597,0.24185501373156726
27299,0.8537949787216673,0.7565118647339313
27300,0.030961888452115945,0.9412604036009552
27301,0.007646482050112221,0.021280298340476598
27302,0.41536933525909747,0.709265266396256
27303,0.0781881573738058,0.14125504461101768
27304,0.06831236659130903,0.8330475276962827
27305,0.0024756114793559594,0.013519109562421132
27306,0.8240765884712745,0.6385725735427138
27307,0.9078720898593139,0.8103886798213226
27308,0.10304411416650493,0.16905431594964795
27309,0.9080660405537576,0.9873805586782881
27310,0.03542966947482032,0.09913326153835025
27311,0.024963393020697732,0.11531030259870892
27312,0.059098659550587324,0.4108169717349263
27313,0.009688707417103773,0.06630107890361393
27314,0.028652913755704106,0.040908470242774095
27315,0.02197625501415557,0.1930358699801388
27316,0.29630656021894974,0.675230605031497
27317,0.007769459497354617,0.1284097579496426
27318,0.08495471705900833,0.4199749831630829
27319,0.3206519363932501,0.8426245292139312
27320,0.047482797769073014,0.7596852580005734
27321,0.5190061686896096,0.8689253143481904
27322,0.6660111561315054,0.39058568391770115
27323,0.01918887143440746,0.5705883058307161
27324,0.21952359468632612,0.6984311109786425
27325,0.9111221744422869,0.9622568252963957
27326,0.02213873541264661,0.6901581789489943
27327,0.07244236428093066,0.5400757284482405
27328,0.38195304066020147,0.5253996718167863
27329,0.19733174676727283,0.2907815577582984
27330,0.049775154489143485,0.43929264842225224
27331,0.09516697089360453,0.18106895070906137
27332,0.1388510615469198,0.9164602985781601
27333,0.9602389173392504,0.7516393557921696
27334,0.10254113544287502,0.028362307687016437
27335,0.8088012661977124,0.16037671292305422
27336,0.05122047763563922,0.13373131674306402
27337,0.18627844992992215,0.894181949420372
27338,0.3694425953947886,0.5153078397731162
27339,0.3620890082393913,0.31180698519967853
27340,0.0068709940361417875,0.08445033733008189
27341,0.5626969480622831,0.7051706257182585
27342,0.03384926892351052,0.516378810047179
27343,0.019783056496591983,0.040967395632488454
27344,0.6330362504371748,0.6080597470011774
27345,0.07992659648458601,0.3800015080324248
27346,0.4178720522240942,0.9177886756311932
27347,0.9647077773145216,0.9614854787820161
27348,0.018581053875889552,0.27216744398397463
27349,0.24586706373076564,0.252952099650747
27350,0.07633991200083502,0.9222036564503067
27351,0.8353226290435518,0.8855385920914216
27352,0.19002803136192423,0.4352794581502161
27353,0.06554349743568617,0.13661951087857083
27354,0.5551298429237222,0.836119695196059
27355,0.19048664142352772,0.07961107639521206
27356,0.6644615874005814,0.7048491659747866
27357,0.13555351315844766,0.46092325428925285
27358,0.8246878214587636,0.741245350502883
27359,0.25785067292619246,0.6830343982095237
27360,0.3290739441575166,0.7292937924239693
27361,0.051499157617360986,0.9579612975651903
27362,0.4182159773439671,0.5112281890907086
27363,0.05045489003605309,0.20637191637294838
27364,0.08511064810181271,0.5891267725590416
27365,0.8523792477582399,0.7822688898388782
27366,0.27169696581460334,0.7358952566794649
27367,0.27105652994342866,0.4633228087582314
27368,0.17417098264696965,0.7289282171097337
27369,0.017600433217539173,0.02966460214078174
27370,0.28647640406118724,0.9066454262478775
27371,0.18934514229492178,0.3333230793378188
